# Tetrahedron method
       -2.1324631292        0.0000000000
       -2.0730232110        0.0000000000
       -2.0135832928        0.0000000000
       -1.9541433746        0.0000000000
       -1.8947034564        0.0000000000
       -1.8352635381        0.0000000000
       -1.7758236199        0.0000000000
       -1.7163837017        0.0000000000
       -1.6569437835        0.0000000000
       -1.5975038653        0.0000000000
       -1.5380639471        0.0000000000
       -1.4786240289        0.0000000000
       -1.4191841107        0.0000000000
       -1.3597441925        0.0000000000
       -1.3003042743        0.0000000000
       -1.2408643560        0.0000000000
       -1.1814244378        0.0000000000
       -1.1219845196        0.2672357999
       -1.0625446014        0.3408015077
       -1.0031046832        0.3928946202
       -0.9436647650        0.3541826102
       -0.8842248468        0.3615863180
       -0.8247849286        4.0905005756
       -0.7653450104        2.1146952659
       -0.7059050922        1.6895963609
       -0.6464651740        2.0022599594
       -0.5870252557        1.3052827101
       -0.5275853375        0.6696810351
       -0.4681454193        0.5796329206
       -0.4087055011        0.4388644710
       -0.3492655829        0.3084533715
       -0.2898256647        0.2379694055
       -0.2303857465        0.1896380959
       -0.1709458283        0.1674910571
       -0.1115059101        0.2059347096
       -0.0520659919        0.1991563742
        0.0073739264        0.1944961048
        0.0668138446        0.2047914434
        0.1262537628        0.2150867821
        0.1856936810        0.2253821207
        0.2451335992        0.2356774594
        0.3045735174        0.2459727981
        0.3640134356        0.4019445681
        0.4234533538        0.3887469701
        0.4828932720        0.6700841165
        0.5423331902        0.2865495349
        0.6017731085        0.3567712465
        0.6612130267        0.4757455970
        0.7206529449        0.6065294935
        0.7800928631        0.7743823439
        0.8395327813        0.8898413167
        0.8989726995        1.2784755398
        0.9584126177        1.6525708896
        1.0178525359        3.1842918375
        1.0772924541        2.5817220182
        1.1367323723        1.7453746939
        1.1961722906        2.5979651878
        1.2556122088        0.6149937064
        1.3150521270        3.1671546972
        1.3744920452        2.4686421723
        1.4339319634        3.3469357572
        1.4933718816        3.7814601777
        1.5528117998        3.1122956753
        1.6122517180        2.6012734244
        1.6716916362        2.3832004142
        1.7311315544        2.0746916257
        1.7905714727        1.9779054998
        1.8500113909        2.1590661847
        1.9094513091        2.8220055396
        1.9688912273        3.5365922441
        2.0283311455        2.7064460837
        2.0877710637        2.6024828425
        2.1472109819        3.2130286734
        2.2066509001        3.9223904112
        2.2660908183        1.8244140664
        2.3255307365        1.9075112399
        2.3849706548        3.2349166067
        2.4444105730        2.1412096295
        2.5038504912        1.3585296081
        2.5632904094        1.3406954793
        2.6227303276        1.2829859171
        2.6821702458        1.3851091566
        2.7416101640        1.6136738495
        2.8010500822        1.5081068526
        2.8604900004        1.8969714812
        2.9199299186        0.0000000000
        2.9793698369        0.0000000000
        3.0388097551        0.0000000000
        3.0982496733        0.0000000000
        3.1576895915        0.0000000000
        3.2171295097        0.0000000000
        3.2765694279        0.0000000000
        3.3360093461        0.0000000000
        3.3954492643        0.0000000000
        3.4548891825        0.0000000000
        3.5143291007        0.0000000000
        3.5737690190        0.0000000000
        3.6332089372        0.0000000000
        3.6926488554        0.0000000000
        3.7520887736        0.0000000000
        3.8115286918        0.0000000000
        3.8709686100        0.0000000000
        3.9304085282        0.0000000000
        3.9898484464        0.0000000000
        4.0492883646        0.0000000000
        4.1087282828        0.0000000000
        4.1681682011        0.0000000000
        4.2276081193        0.0000000000
        4.2870480375        0.0000000000
        4.3464879557        0.0000000000
        4.4059278739        0.0000000000
        4.4653677921        0.0000000000
        4.5248077103        0.0000000000
        4.5842476285        1.1428043843
        4.6436875467        0.6506743356
        4.7031274649        1.4711888545
        4.7625673832        1.2649781224
        4.8220073014        1.0311009112
        4.8814472196        0.9087499606
        4.9408871378        0.7562900736
        5.0003270560        0.7345783406
        5.0597669742        0.7259999813
        5.1192068924        0.7042752497
        5.1786468106        0.6729685324
        5.2380867288        0.5788609198
        5.2975266470        0.6025979678
        5.3569665653        0.6235658895
        5.4164064835        0.6335876402
        5.4758464017        0.6412088151
        5.5352863199        0.6646033475
        5.5947262381        0.7067916925
        5.6541661563        0.7268176326
        5.7136060745        0.7394393990
        5.7730459927        0.7824599693
        5.8324859109        0.8283633143
        5.8919258291        0.8531752573
        5.9513657474        0.8849824112
        6.0108056656        0.9578953180
        6.0702455838        0.9993274555
        6.1296855020        1.0438230417
        6.1891254202        1.1662050145
        6.2485653384        1.3190798628
        6.3080052566        1.8307367543
        6.3674451748        1.1305231572
        6.4268850930        0.7889639433
        6.4863250112        0.7078253762
        6.5457649295        0.7379333096
        6.6052048477        0.7306610763
        6.6646447659        0.7945664188
        6.7240846841        0.9891665835
        6.7835246023        0.6337974252
        6.8429645205        0.6620381671
        6.9024044387        0.7162364287
        6.9618443569        0.6859084494
        7.0212842751        0.7489526479
        7.0807241933        0.7739172149
        7.1401641115        0.9103698413
        7.1996040298        1.0924796293
        7.2590439480        1.1206486892
        7.3184838662        1.2016367525
        7.3779237844        1.0559671310
        7.4373637026        1.0114789643
        7.4968036208        0.9824975160
        7.5562435390        0.9731769889
        7.6156834572        0.9557283743
        7.6751233754        0.9425245144
        7.7345632936        0.9472451433
        7.7940032119        0.9416002518
        7.8534431301        0.9519172616
        7.9128830483        0.9403008372
        7.9723229665        0.9573064981
        8.0317628847        1.1084433043
        8.0912028029        8.3981431882
        8.1506427211        7.6822169293
        8.2100826393        5.9431305759
        8.2695225575        5.9268598423
        8.3289624757        3.3710985822
        8.3884023940        3.0006026474
        8.4478423122        2.8117191480
        8.5072822304        4.6183562342
        8.5667221486        1.1392360475
        8.6261620668        0.9821612900
        8.6856019850        1.0175191222
        8.7450419032        0.9985982697
        8.8044818214        0.0000000000
        8.8639217396        0.0000000000
        8.9233616578        0.0000000000
        8.9828015761        0.0000000000
        9.0422414943        0.0000000000
        9.1016814125        0.0000000000
        9.1611213307        0.0000000000
        9.2205612489        0.0000000000
        9.2800011671        0.0000000000
        9.3394410853        0.0000000000
        9.3988810035        0.0000000000
        9.4583209217        0.0000000000
        9.5177608399        0.0000000000
        9.5772007582        0.0000000000
        9.6366406764        0.0000000000
        9.6960805946        0.0000000000
        9.7555205128        0.0000000000
